,Data,Settimana,CASSA,Numero,Importo,Pagamento
5709,2021-03-20 09:45:37,Sabato,2,1,23.49,Contanti
5710,2021-03-20 09:48:42,Sabato,2,2,39.75,Contanti
5711,2021-03-20 09:51:57,Sabato,2,3,52.57,Contanti
5712,2021-03-20 10:02:56,Sabato,2,4,2.99,Contanti
5713,2021-03-20 10:18:38,Sabato,2,5,24.05,Bancomat
5714,2021-03-20 10:25:26,Sabato,2,6,11.98,Bancomat
5715,2021-03-20 10:26:16,Sabato,2,7,17.96,Contanti
5716,2021-03-20 10:30:40,Sabato,2,8,3.0,Contanti
5717,2021-03-20 10:42:28,Sabato,2,9,7.35,Contanti
5718,2021-03-20 10:50:27,Sabato,2,10,9.0,Contanti
5719,2021-03-20 10:53:48,Sabato,2,11,2.0,Contanti
5720,2021-03-20 10:59:29,Sabato,2,12,5.99,Contanti
5721,2021-03-20 11:04:47,Sabato,2,13,42.13,Bancomat
5722,2021-03-20 11:07:38,Sabato,2,14,18.06,Contanti
5723,2021-03-20 11:11:31,Sabato,2,15,41.4,Bancomat
5724,2021-03-20 11:13:00,Sabato,2,16,4.96,Contanti
5725,2021-03-20 11:17:01,Sabato,2,17,1.99,Contanti
5726,2021-03-20 11:20:36,Sabato,2,18,10.0,Contanti
5727,2021-03-20 11:23:59,Sabato,2,19,15.96,Contanti
5728,2021-03-20 11:25:05,Sabato,2,20,6.99,Contanti
5729,2021-03-20 11:26:28,Sabato,2,21,7.57,Contanti
5730,2021-03-20 11:27:26,Sabato,2,22,3.78,Contanti
5731,2021-03-20 11:29:16,Sabato,2,23,12.67,Bancomat
5732,2021-03-20 11:32:08,Sabato,2,24,1.99,Contanti
5733,2021-03-20 11:35:11,Sabato,2,25,34.61,Contanti
5734,2021-03-20 11:39:26,Sabato,2,26,7.99,Contanti
5735,2021-03-20 11:45:15,Sabato,2,27,60.96,Contanti
5736,2021-03-20 11:46:11,Sabato,2,28,2.38,Contanti
5737,2021-03-20 11:50:51,Sabato,2,29,6.97,Contanti
5738,2021-03-20 11:52:43,Sabato,2,30,8.98,Contanti
5739,2021-03-20 12:07:38,Sabato,2,31,4.18,Contanti
5740,2021-03-20 12:12:46,Sabato,2,32,29.43,Bancomat
5741,2021-03-20 12:13:43,Sabato,2,33,8.18,Bancomat
5742,2021-03-20 12:21:16,Sabato,2,34,67.19,Bancomat
5743,2021-03-20 12:22:45,Sabato,2,35,20.89,Bancomat
5744,2021-03-20 12:33:42,Sabato,2,36,5.98,Bancomat
5745,2021-03-20 12:36:46,Sabato,2,37,21.72,Contanti
5746,2021-03-20 12:43:14,Sabato,2,38,15.05,Contanti
5747,2021-03-20 12:44:03,Sabato,2,39,8.18,Contanti
5748,2021-03-20 12:54:03,Sabato,2,40,4.49,Contanti
5749,2021-03-20 13:07:04,Sabato,2,41,1.0,Contanti
5750,2021-03-20 13:13:13,Sabato,2,42,15.64,Bancomat
5751,2021-03-20 13:34:08,Sabato,2,43,3.0,Contanti
5752,2021-03-20 13:35:18,Sabato,2,44,14.99,Bancomat
