,Data,Settimana,CASSA,Numero,Importo,Pagamento
4629,2021-03-10 09:26:40,Mercoledì,2,1,47.94,Bancomat
4630,2021-03-10 09:27:51,Mercoledì,2,2,8.27,Contanti
4631,2021-03-10 09:33:29,Mercoledì,2,3,40.52,Bancomat
4632,2021-03-10 09:42:47,Mercoledì,2,4,11.65,Contanti
4633,2021-03-10 09:50:15,Mercoledì,2,5,4.18,Contanti
4634,2021-03-10 09:58:38,Mercoledì,2,6,1.0,Contanti
4635,2021-03-10 10:20:49,Mercoledì,2,7,4.28,Contanti
4636,2021-03-10 10:24:52,Mercoledì,2,8,50.92,Contanti
4637,2021-03-10 10:27:02,Mercoledì,2,9,42.97,Bancomat
4638,2021-03-10 10:41:46,Mercoledì,2,10,7.37,Contanti
4639,2021-03-10 10:48:50,Mercoledì,2,11,20.12,Contanti
4640,2021-03-10 10:52:00,Mercoledì,2,12,15.22,Contanti
4641,2021-03-10 10:53:29,Mercoledì,2,13,15.75,Contanti
4642,2021-03-10 10:54:28,Mercoledì,2,14,9.75,Contanti
4643,2021-03-10 10:57:04,Mercoledì,2,15,18.67,Contanti
4644,2021-03-10 10:59:20,Mercoledì,2,16,26.2,Bancomat
4645,2021-03-10 10:59:52,Mercoledì,2,17,2.18,Contanti
4646,2021-03-10 11:01:55,Mercoledì,2,18,6.18,Contanti
4647,2021-03-10 11:11:23,Mercoledì,2,19,33.0,Contanti
4648,2021-03-10 11:27:30,Mercoledì,2,20,47.99,Contanti
4649,2021-03-10 11:28:23,Mercoledì,2,21,9.98,Contanti
4650,2021-03-10 11:29:37,Mercoledì,2,22,6.77,Contanti
4651,2021-03-10 11:34:08,Mercoledì,2,23,11.99,Contanti
4652,2021-03-10 11:36:31,Mercoledì,2,24,8.99,Contanti
4653,2021-03-10 11:42:43,Mercoledì,2,25,13.27,Contanti
4654,2021-03-10 11:43:33,Mercoledì,2,26,5.87,Contanti
4655,2021-03-10 12:23:52,Mercoledì,2,27,26.24,Bancomat
4656,2021-03-10 12:28:41,Mercoledì,2,28,4.58,Bancomat
4657,2021-03-10 12:33:46,Mercoledì,2,29,9.55,Contanti
4658,2021-03-10 12:49:21,Mercoledì,2,30,17.62,Bancomat
4659,2021-03-10 12:52:20,Mercoledì,2,31,14.55,Contanti
4660,2021-03-10 13:07:25,Mercoledì,2,32,18.8,Contanti
4661,2021-03-10 13:12:34,Mercoledì,2,33,8.68,Contanti
4662,2021-03-10 13:14:09,Mercoledì,2,34,17.98,Contanti
4663,2021-03-10 13:22:00,Mercoledì,2,35,8.85,Contanti
4664,2021-03-10 13:35:33,Mercoledì,2,36,33.09,Contanti
4665,2021-03-10 13:44:33,Mercoledì,2,37,20.77,Bancomat
4666,2021-03-10 13:45:35,Mercoledì,2,38,9.27,Contanti
4667,2021-03-10 14:07:53,Mercoledì,2,39,9.43,Contanti
4668,2021-03-10 14:25:12,Mercoledì,2,40,2.99,Contanti
4669,2021-03-10 14:42:20,Mercoledì,2,41,18.5,Contanti
4670,2021-03-10 14:50:05,Mercoledì,2,42,1.79,Contanti
4671,2021-03-10 14:52:46,Mercoledì,2,43,45.25,Bancomat
4672,2021-03-10 15:11:44,Mercoledì,2,44,23.2,Contanti
4673,2021-03-10 15:20:44,Mercoledì,2,45,2.99,Contanti
4674,2021-03-10 15:24:58,Mercoledì,2,46,9.65,Contanti
4675,2021-03-10 15:26:41,Mercoledì,2,47,24.84,Contanti
4676,2021-03-10 15:34:47,Mercoledì,2,48,0.0,Contanti
4677,2021-03-10 15:55:03,Mercoledì,2,49,17.77,Bancomat
4678,2021-03-10 15:58:14,Mercoledì,2,50,8.08,Bancomat
4679,2021-03-10 16:03:47,Mercoledì,2,51,11.95,Contanti
4680,2021-03-10 16:11:55,Mercoledì,2,52,8.27,Contanti
4681,2021-03-10 16:17:07,Mercoledì,2,53,38.8,Bancomat
4682,2021-03-10 16:18:08,Mercoledì,2,54,21.05,Contanti
4683,2021-03-10 16:18:25,Mercoledì,2,55,4.58,Contanti
4684,2021-03-10 16:29:01,Mercoledì,2,56,13.45,Contanti
4685,2021-03-10 16:42:49,Mercoledì,2,57,8.05,Contanti
4686,2021-03-10 16:44:29,Mercoledì,2,58,17.96,Bancomat
4687,2021-03-10 16:47:37,Mercoledì,2,59,12.97,Bancomat
4688,2021-03-10 16:48:09,Mercoledì,2,60,3.48,Bancomat
4689,2021-03-10 17:14:38,Mercoledì,2,61,28.43,Bancomat
4690,2021-03-10 17:15:28,Mercoledì,2,62,7.37,Contanti
4691,2021-03-10 17:16:06,Mercoledì,2,63,2.85,Contanti
4692,2021-03-10 17:17:20,Mercoledì,2,64,5.49,Contanti
4693,2021-03-10 17:17:42,Mercoledì,2,65,12.99,Contanti
4694,2021-03-10 17:19:11,Mercoledì,2,66,34.0,Contanti
4695,2021-03-10 17:27:34,Mercoledì,2,67,23.92,Bancomat
4696,2021-03-10 17:30:05,Mercoledì,2,68,7.15,Contanti
4697,2021-03-10 17:33:33,Mercoledì,2,69,17.85,Contanti
4698,2021-03-10 17:37:37,Mercoledì,2,70,3.28,Contanti
4699,2021-03-10 17:42:11,Mercoledì,2,71,18.12,Contanti
4700,2021-03-10 17:43:28,Mercoledì,2,72,25.35,Contanti
4701,2021-03-10 17:44:11,Mercoledì,2,73,12.65,Contanti
4702,2021-03-10 17:50:27,Mercoledì,2,74,24.59,Bancomat
4703,2021-03-10 17:54:08,Mercoledì,2,75,8.5,Contanti
4704,2021-03-10 18:05:27,Mercoledì,2,76,30.64,Bancomat
4705,2021-03-10 18:06:22,Mercoledì,2,77,10.95,Contanti
4706,2021-03-10 18:36:28,Mercoledì,2,78,4.99,Bancomat
4707,2021-03-10 18:49:16,Mercoledì,2,79,1.58,Contanti
4708,2021-03-10 18:53:26,Mercoledì,2,80,14.77,Bancomat
4709,2021-03-10 18:57:01,Mercoledì,2,81,20.96,Bancomat
4710,2021-03-10 19:37:55,Mercoledì,2,82,3.5,Contanti
4711,2021-03-10 19:38:48,Mercoledì,2,83,1.49,Contanti
