,Data,Settimana,CASSA,Numero,Importo,Pagamento
838,2021-01-31 09:21:51,Domenica,2,1,21.8,Contanti
839,2021-01-31 09:38:30,Domenica,2,2,20.74,Bancomat
840,2021-01-31 09:39:28,Domenica,2,3,11.57,Bancomat
841,2021-01-31 10:03:20,Domenica,2,4,11.24,Contanti
842,2021-01-31 10:05:10,Domenica,2,5,17.28,Contanti
843,2021-01-31 10:22:22,Domenica,2,6,16.45,Contanti
844,2021-01-31 10:23:21,Domenica,2,7,10.48,Contanti
845,2021-01-31 10:38:40,Domenica,2,8,84.0,Contanti
846,2021-01-31 10:40:04,Domenica,2,9,1.29,Contanti
847,2021-01-31 10:43:23,Domenica,2,10,8.78,Bancomat
848,2021-01-31 10:47:33,Domenica,2,11,14.99,Contanti
849,2021-01-31 10:51:18,Domenica,2,12,2.79,Contanti
850,2021-01-31 10:59:21,Domenica,2,13,19.85,Contanti
851,2021-01-31 11:07:28,Domenica,2,14,20.32,Contanti
852,2021-01-31 11:08:28,Domenica,2,15,31.75,Bancomat
853,2021-01-31 11:14:57,Domenica,2,16,67.77,Bancomat
854,2021-01-31 11:16:54,Domenica,2,17,26.3,Contanti
855,2021-01-31 11:19:04,Domenica,2,18,83.7,Bancomat
856,2021-01-31 11:19:52,Domenica,2,19,7.38,Contanti
857,2021-01-31 11:22:57,Domenica,2,20,24.84,Bancomat
858,2021-01-31 11:23:12,Domenica,2,21,6.48,Contanti
859,2021-01-31 11:23:46,Domenica,2,22,13.95,Contanti
860,2021-01-31 11:24:20,Domenica,2,23,5.98,Contanti
861,2021-01-31 11:39:17,Domenica,2,24,10.68,Contanti
862,2021-01-31 11:40:05,Domenica,2,25,24.35,Bancomat
863,2021-01-31 11:42:27,Domenica,2,26,19.05,Contanti
864,2021-01-31 11:48:13,Domenica,2,27,10.65,Contanti
865,2021-01-31 11:54:24,Domenica,2,28,27.86,Bancomat
866,2021-01-31 11:58:12,Domenica,2,29,3.58,Contanti
867,2021-01-31 12:00:11,Domenica,2,30,22.14,Contanti
868,2021-01-31 12:03:41,Domenica,2,31,5.18,Bancomat
869,2021-01-31 12:07:57,Domenica,2,32,4.99,Contanti
870,2021-01-31 12:10:28,Domenica,2,33,32.17,Contanti
871,2021-01-31 12:10:48,Domenica,2,34,1.0,Contanti
872,2021-01-31 12:12:38,Domenica,2,35,2.99,Contanti
873,2021-01-31 12:13:05,Domenica,2,36,7.28,Contanti
874,2021-01-31 12:14:07,Domenica,2,37,1.59,Contanti
875,2021-01-31 12:21:02,Domenica,2,38,60.14,Bancomat
876,2021-01-31 12:21:56,Domenica,2,39,9.75,Contanti
877,2021-01-31 12:22:13,Domenica,2,40,1.59,Contanti
878,2021-01-31 12:26:07,Domenica,2,41,20.04,Bancomat
879,2021-01-31 12:32:27,Domenica,2,42,15.46,Bancomat
880,2021-01-31 12:32:55,Domenica,2,43,7.48,Bancomat
881,2021-01-31 12:44:04,Domenica,2,44,24.05,Contanti
882,2021-01-31 12:44:47,Domenica,2,45,10.26,Contanti
883,2021-01-31 12:52:16,Domenica,2,46,27.9,Bancomat
884,2021-01-31 12:53:57,Domenica,2,47,35.9,Contanti
885,2021-01-31 14:05:51,Domenica,2,48,27.04,Bancomat
886,2021-01-31 14:19:43,Domenica,2,49,44.44,Contanti
887,2021-01-31 14:39:16,Domenica,2,50,29.32,Bancomat
888,2021-01-31 14:46:25,Domenica,2,51,49.25,Bancomat
889,2021-01-31 14:49:43,Domenica,2,52,1.99,Contanti
890,2021-01-31 14:54:59,Domenica,2,53,1.39,Contanti
891,2021-01-31 15:04:22,Domenica,2,54,21.35,Contanti
892,2021-01-31 15:08:21,Domenica,2,55,6.78,Contanti
893,2021-01-31 15:12:24,Domenica,2,56,27.95,Contanti
894,2021-01-31 15:17:06,Domenica,2,57,12.07,Contanti
895,2021-01-31 15:22:21,Domenica,2,58,13.26,Contanti
896,2021-01-31 15:26:47,Domenica,2,59,47.96,Bancomat
897,2021-01-31 15:33:55,Domenica,2,60,36.4,Contanti
898,2021-01-31 15:35:05,Domenica,2,61,13.04,Contanti
899,2021-01-31 15:36:10,Domenica,2,62,38.5,Contanti
900,2021-01-31 15:38:10,Domenica,2,63,4.35,Contanti
901,2021-01-31 15:41:47,Domenica,2,64,22.85,Contanti
902,2021-01-31 15:44:12,Domenica,2,65,10.99,Bancomat
903,2021-01-31 15:48:21,Domenica,2,66,28.73,Bancomat
904,2021-01-31 15:48:42,Domenica,2,67,9.98,Contanti
905,2021-01-31 15:49:28,Domenica,2,68,9.98,Bancomat
906,2021-01-31 15:56:44,Domenica,2,69,13.47,Contanti
907,2021-01-31 15:58:22,Domenica,2,70,55.73,Contanti
908,2021-01-31 16:04:39,Domenica,2,71,47.22,Bancomat
909,2021-01-31 16:07:20,Domenica,2,72,2.49,Contanti
910,2021-01-31 16:08:04,Domenica,2,73,1.49,Contanti
911,2021-01-31 16:21:33,Domenica,2,74,8.95,Contanti
912,2021-01-31 16:23:01,Domenica,2,75,12.99,Contanti
913,2021-01-31 16:25:43,Domenica,2,76,62.53,Bancomat
914,2021-01-31 16:26:27,Domenica,2,77,17.54,Contanti
915,2021-01-31 16:34:20,Domenica,2,78,42.15,Bancomat
916,2021-01-31 16:34:44,Domenica,2,79,5.49,Contanti
