,Data,Settimana,CASSA,Numero,Importo,Pagamento
14760,2021-06-04 09:18:36,Venerdì,2,1,3.48,Contanti
14761,2021-06-04 09:23:49,Venerdì,2,2,3.99,Contanti
14762,2021-06-04 09:31:45,Venerdì,2,3,6.08,Contanti
14763,2021-06-04 09:34:48,Venerdì,2,4,12.75,Contanti
14764,2021-06-04 09:42:12,Venerdì,2,5,1.98,Contanti
14765,2021-06-04 09:42:53,Venerdì,2,6,12.28,Contanti
14766,2021-06-04 09:45:36,Venerdì,2,7,13.77,Contanti
14767,2021-06-04 09:51:15,Venerdì,2,8,30.96,Contanti
14768,2021-06-04 09:52:23,Venerdì,2,9,0.1,Contanti
14769,2021-06-04 09:54:01,Venerdì,2,10,13.17,Bancomat
14770,2021-06-04 10:01:00,Venerdì,2,11,5.39,Bancomat
14771,2021-06-04 10:02:51,Venerdì,2,12,26.16,Bancomat
14772,2021-06-04 10:05:50,Venerdì,2,13,3.09,Contanti
14773,2021-06-04 10:10:14,Venerdì,2,14,15.36,Bancomat
14774,2021-06-04 10:17:24,Venerdì,2,15,6.99,Contanti
14775,2021-06-04 10:17:58,Venerdì,2,16,7.49,Contanti
14776,2021-06-04 10:33:40,Venerdì,2,17,19.47,Bancomat
14777,2021-06-04 10:34:05,Venerdì,2,18,5.88,Contanti
14778,2021-06-04 10:36:20,Venerdì,2,19,3.99,Contanti
14779,2021-06-04 10:39:09,Venerdì,2,20,2.99,Contanti
14780,2021-06-04 10:41:16,Venerdì,2,21,11.99,Contanti
14781,2021-06-04 10:43:08,Venerdì,2,22,29.01,Bancomat
14782,2021-06-04 10:44:03,Venerdì,2,23,10.98,Contanti
14783,2021-06-04 10:49:00,Venerdì,2,24,27.5,Contanti
14784,2021-06-04 10:52:08,Venerdì,2,25,98.47,Bancomat
14785,2021-06-04 10:57:47,Venerdì,2,26,7.88,Contanti
14786,2021-06-04 11:06:14,Venerdì,2,27,22.26,Bancomat
14787,2021-06-04 11:07:28,Venerdì,2,28,6.48,Contanti
14788,2021-06-04 11:11:36,Venerdì,2,29,24.99,Contanti
14789,2021-06-04 11:20:54,Venerdì,2,30,7.98,Contanti
14790,2021-06-04 11:22:16,Venerdì,2,31,4.88,Contanti
14791,2021-06-04 11:25:05,Venerdì,2,32,11.99,Contanti
14792,2021-06-04 11:29:38,Venerdì,2,33,26.42,Bancomat
14793,2021-06-04 11:32:14,Venerdì,2,34,52.54,Contanti
14794,2021-06-04 11:42:03,Venerdì,2,35,15.95,Contanti
14795,2021-06-04 11:43:35,Venerdì,2,36,33.75,Contanti
14796,2021-06-04 11:45:51,Venerdì,2,37,9.58,Bancomat
14797,2021-06-04 11:49:21,Venerdì,2,38,4.39,Contanti
14798,2021-06-04 11:55:50,Venerdì,2,39,14.28,Contanti
14799,2021-06-04 11:57:28,Venerdì,2,40,4.57,Contanti
14800,2021-06-04 12:20:20,Venerdì,2,41,2.0,Contanti
14801,2021-06-04 12:31:33,Venerdì,2,42,13.74,Bancomat
14802,2021-06-04 12:32:29,Venerdì,2,43,5.38,Contanti
14803,2021-06-04 12:33:16,Venerdì,2,44,3.99,Contanti
14804,2021-06-04 12:36:51,Venerdì,2,45,51.95,Contanti
14805,2021-06-04 13:03:53,Venerdì,2,46,9.98,Contanti
14806,2021-06-04 13:13:44,Venerdì,2,47,12.4,Bancomat
14807,2021-06-04 13:14:38,Venerdì,2,48,2.0,Contanti
14808,2021-06-04 13:21:30,Venerdì,2,49,2.58,Contanti
14809,2021-06-04 13:28:37,Venerdì,2,50,6.06,Bancomat
14810,2021-06-04 13:34:36,Venerdì,2,51,4.59,Contanti
14811,2021-06-04 13:47:16,Venerdì,2,52,8.16,Bancomat
14812,2021-06-04 13:58:38,Venerdì,2,53,5.0,Contanti
14813,2021-06-04 14:01:36,Venerdì,2,54,9.99,Bancomat
14814,2021-06-04 14:05:15,Venerdì,2,55,2.29,Contanti
14815,2021-06-04 14:13:07,Venerdì,2,56,4.98,Contanti
14816,2021-06-04 14:33:29,Venerdì,2,57,6.98,Contanti
14817,2021-06-04 14:39:51,Venerdì,2,58,14.97,Bancomat
14818,2021-06-04 14:50:25,Venerdì,2,59,9.15,Contanti
14819,2021-06-04 15:12:24,Venerdì,2,60,3.38,Contanti
14820,2021-06-04 15:16:00,Venerdì,2,61,12.09,Contanti
14821,2021-06-04 15:28:13,Venerdì,2,62,12.67,Bancomat
14822,2021-06-04 15:38:06,Venerdì,2,63,15.77,Contanti
14823,2021-06-04 15:41:40,Venerdì,2,64,3.0,Contanti
14824,2021-06-04 15:45:28,Venerdì,2,65,7.65,Contanti
14825,2021-06-04 15:48:10,Venerdì,2,66,24.39,Contanti
14826,2021-06-04 15:56:30,Venerdì,2,67,32.95,Bancomat
14827,2021-06-04 15:57:08,Venerdì,2,68,3.38,Contanti
14828,2021-06-04 15:58:36,Venerdì,2,69,25.14,Bancomat
14829,2021-06-04 16:09:56,Venerdì,2,70,72.98,Bancomat
14830,2021-06-04 16:16:49,Venerdì,2,71,9.58,Contanti
14831,2021-06-04 16:17:59,Venerdì,2,72,5.09,Contanti
14832,2021-06-04 16:21:58,Venerdì,2,73,3.69,Contanti
14833,2021-06-04 16:26:12,Venerdì,2,74,10.55,Contanti
14834,2021-06-04 16:26:57,Venerdì,2,75,9.48,Contanti
14835,2021-06-04 16:35:33,Venerdì,2,76,72.26,Contanti
14836,2021-06-04 16:38:21,Venerdì,2,77,3.99,Contanti
14837,2021-06-04 16:52:47,Venerdì,2,78,11.47,Bancomat
14838,2021-06-04 16:59:00,Venerdì,2,79,12.48,Contanti
14839,2021-06-04 17:05:37,Venerdì,2,80,1.99,Contanti
14840,2021-06-04 17:07:42,Venerdì,2,81,13.09,Bancomat
14841,2021-06-04 17:10:49,Venerdì,2,82,3.39,Contanti
14842,2021-06-04 17:14:46,Venerdì,2,83,4.97,Contanti
14843,2021-06-04 17:30:59,Venerdì,2,84,39.18,Contanti
14844,2021-06-04 17:32:22,Venerdì,2,85,22.96,Contanti
14845,2021-06-04 17:33:27,Venerdì,2,86,26.95,Contanti
14846,2021-06-04 17:41:04,Venerdì,2,87,20.54,Bancomat
14847,2021-06-04 17:41:27,Venerdì,2,88,3.49,Contanti
14848,2021-06-04 17:44:01,Venerdì,2,89,21.98,Bancomat
14849,2021-06-04 17:44:40,Venerdì,2,90,3.98,Contanti
14850,2021-06-04 17:53:04,Venerdì,2,91,5.99,Contanti
14851,2021-06-04 17:53:51,Venerdì,2,92,6.98,Contanti
14852,2021-06-04 17:54:21,Venerdì,2,93,5.98,Bancomat
14853,2021-06-04 17:54:35,Venerdì,2,94,1.0,Contanti
14854,2021-06-04 17:56:19,Venerdì,2,95,24.11,Contanti
14855,2021-06-04 17:57:33,Venerdì,2,96,16.13,Contanti
14856,2021-06-04 18:01:26,Venerdì,2,97,4.99,Contanti
14857,2021-06-04 18:07:12,Venerdì,2,98,64.97,Bancomat
14858,2021-06-04 18:10:01,Venerdì,2,99,1.29,Contanti
14859,2021-06-04 18:22:55,Venerdì,2,100,24.61,Contanti
14860,2021-06-04 18:23:57,Venerdì,2,101,16.96,Bancomat
14861,2021-06-04 18:30:23,Venerdì,2,102,47.44,Bancomat
14862,2021-06-04 18:31:34,Venerdì,2,103,21.1,Bancomat
14863,2021-06-04 18:35:42,Venerdì,2,104,4.18,Contanti
14864,2021-06-04 18:38:51,Venerdì,2,105,22.94,Bancomat
14865,2021-06-04 18:49:15,Venerdì,2,106,50.6,Bancomat
14866,2021-06-04 18:50:20,Venerdì,2,107,0.48,Contanti
14867,2021-06-04 18:54:20,Venerdì,2,108,61.04,Bancomat
14868,2021-06-04 18:55:25,Venerdì,2,109,20.96,Bancomat
14869,2021-06-04 18:55:45,Venerdì,2,110,3.99,Contanti
14870,2021-06-04 19:02:04,Venerdì,2,111,30.84,Bancomat
14871,2021-06-04 19:04:05,Venerdì,2,112,46.43,Contanti
14872,2021-06-04 19:14:48,Venerdì,2,113,4.99,Bancomat
14873,2021-06-04 19:26:11,Venerdì,2,114,4.99,Contanti
14874,2021-06-04 19:38:37,Venerdì,2,115,4.99,Bancomat
14875,2021-06-04 19:52:35,Venerdì,2,116,0.79,Contanti
14876,2021-06-04 19:57:11,Venerdì,2,117,2.78,Contanti
