,Data,Settimana,CASSA,Numero,Importo,Pagamento
10939,2021-05-08 09:15:43,Sabato,2,1,19.72,Contanti
10940,2021-05-08 09:27:22,Sabato,2,2,41.97,Contanti
10941,2021-05-08 09:34:14,Sabato,2,3,8.08,Contanti
10942,2021-05-08 10:06:51,Sabato,2,4,3.78,Contanti
10943,2021-05-08 10:07:47,Sabato,2,5,10.47,Contanti
10944,2021-05-08 10:09:44,Sabato,2,6,7.65,Contanti
10945,2021-05-08 10:14:38,Sabato,2,7,12.37,Contanti
10946,2021-05-08 10:19:23,Sabato,2,8,12.06,Bancomat
10947,2021-05-08 10:25:31,Sabato,2,9,8.08,Contanti
10948,2021-05-08 10:30:46,Sabato,2,10,14.48,Bancomat
10949,2021-05-08 10:32:13,Sabato,2,11,11.37,Contanti
10950,2021-05-08 10:34:30,Sabato,2,12,4.0,Contanti
10951,2021-05-08 10:35:19,Sabato,2,13,5.58,Contanti
10952,2021-05-08 10:43:39,Sabato,2,14,3.37,Contanti
10953,2021-05-08 10:46:14,Sabato,2,15,22.65,Contanti
10954,2021-05-08 10:48:10,Sabato,2,16,38.05,Contanti
10955,2021-05-08 10:53:22,Sabato,2,17,24.89,Contanti
10956,2021-05-08 10:54:38,Sabato,2,18,7.07,Contanti
10957,2021-05-08 10:55:43,Sabato,2,19,7.28,Bancomat
10958,2021-05-08 11:08:52,Sabato,2,20,15.65,Bancomat
10959,2021-05-08 11:11:40,Sabato,2,21,19.45,Contanti
10960,2021-05-08 11:20:41,Sabato,2,22,7.68,Contanti
10961,2021-05-08 11:25:24,Sabato,2,23,6.99,Contanti
10962,2021-05-08 11:29:25,Sabato,2,24,9.99,Contanti
10963,2021-05-08 11:29:56,Sabato,2,25,9.49,Contanti
10964,2021-05-08 11:35:15,Sabato,2,26,11.99,Contanti
10965,2021-05-08 11:36:45,Sabato,2,27,3.28,Contanti
10966,2021-05-08 11:40:03,Sabato,2,28,4.98,Contanti
10967,2021-05-08 11:44:06,Sabato,2,29,5.17,Contanti
10968,2021-05-08 12:02:51,Sabato,2,30,14.48,Bancomat
10969,2021-05-08 12:04:26,Sabato,2,31,13.94,Bancomat
10970,2021-05-08 12:05:10,Sabato,2,32,0.49,Contanti
10971,2021-05-08 12:10:26,Sabato,2,33,29.47,Bancomat
10972,2021-05-08 12:11:30,Sabato,2,34,6.98,Contanti
