,Data,Settimana,CASSA,Numero,Importo,Pagamento
4922,2021-03-13 09:18:59,Sabato,2,1,17.87,Contanti
4923,2021-03-13 09:22:48,Sabato,2,2,18.08,Bancomat
4924,2021-03-13 09:41:11,Sabato,2,3,4.47,Contanti
4925,2021-03-13 09:50:06,Sabato,2,4,4.99,Bancomat
4926,2021-03-13 09:54:51,Sabato,2,5,1.79,Contanti
4927,2021-03-13 10:07:21,Sabato,2,6,4.97,Contanti
4928,2021-03-13 10:11:20,Sabato,2,7,10.0,Contanti
4929,2021-03-13 10:16:29,Sabato,2,8,28.24,Contanti
4930,2021-03-13 10:20:54,Sabato,2,9,15.99,Contanti
4931,2021-03-13 10:27:15,Sabato,2,10,37.76,Bancomat
4932,2021-03-13 10:33:13,Sabato,2,11,23.54,Bancomat
4933,2021-03-13 10:42:25,Sabato,2,12,13.84,Contanti
4934,2021-03-13 10:43:52,Sabato,2,13,9.15,Contanti
4935,2021-03-13 10:46:21,Sabato,2,14,18.26,Contanti
4936,2021-03-13 10:48:18,Sabato,2,15,28.6,Contanti
4937,2021-03-13 10:49:26,Sabato,2,16,3.36,Contanti
4938,2021-03-13 10:53:30,Sabato,2,17,10.68,Contanti
4939,2021-03-13 10:58:06,Sabato,2,18,61.09,Bancomat
4940,2021-03-13 10:59:07,Sabato,2,19,11.16,Contanti
4941,2021-03-13 11:02:05,Sabato,2,20,23.13,Bancomat
4942,2021-03-13 11:05:09,Sabato,2,21,29.86,Bancomat
4943,2021-03-13 11:08:03,Sabato,2,22,25.41,Contanti
4944,2021-03-13 11:12:35,Sabato,2,23,56.75,Bancomat
4945,2021-03-13 11:14:15,Sabato,2,24,19.26,Contanti
4946,2021-03-13 11:18:41,Sabato,2,25,51.64,Bancomat
4947,2021-03-13 11:19:22,Sabato,2,26,4.97,Contanti
4948,2021-03-13 11:20:09,Sabato,2,27,2.78,Contanti
4949,2021-03-13 11:20:48,Sabato,2,28,5.49,Contanti
4950,2021-03-13 11:23:15,Sabato,2,29,20.55,Contanti
4951,2021-03-13 11:24:52,Sabato,2,30,9.67,Contanti
4952,2021-03-13 11:32:44,Sabato,2,31,19.93,Contanti
4953,2021-03-13 11:47:13,Sabato,2,32,34.57,Contanti
4954,2021-03-13 11:49:27,Sabato,2,33,12.96,Contanti
4955,2021-03-13 11:51:44,Sabato,2,34,41.2,Contanti
4956,2021-03-13 11:52:23,Sabato,2,35,11.68,Contanti
4957,2021-03-13 11:54:04,Sabato,2,36,17.43,Contanti
4958,2021-03-13 11:55:01,Sabato,2,37,2.0,Contanti
4959,2021-03-13 11:55:58,Sabato,2,38,18.77,Contanti
4960,2021-03-13 12:10:47,Sabato,2,39,29.31,Bancomat
4961,2021-03-13 12:22:52,Sabato,2,40,3.28,Bancomat
4962,2021-03-13 12:33:45,Sabato,2,41,9.0,Contanti
4963,2021-03-13 12:35:53,Sabato,2,42,2.0,Contanti
4964,2021-03-13 12:37:49,Sabato,2,43,23.92,Contanti
4965,2021-03-13 13:34:00,Sabato,2,44,17.03,Bancomat
4966,2021-03-13 14:06:31,Sabato,2,45,54.16,Bancomat
4967,2021-03-13 14:40:02,Sabato,2,46,19.06,Contanti
4968,2021-03-13 14:40:28,Sabato,2,47,0.99,Contanti
4969,2021-03-13 14:47:46,Sabato,2,48,3.67,Contanti
4970,2021-03-13 14:59:52,Sabato,2,49,32.67,Bancomat
4971,2021-03-13 15:01:50,Sabato,2,50,29.92,Bancomat
4972,2021-03-13 15:03:33,Sabato,2,51,19.26,Contanti
4973,2021-03-13 15:07:51,Sabato,2,52,31.66,Contanti
4974,2021-03-13 15:13:56,Sabato,2,53,110.82,Contanti
4975,2021-03-13 15:16:00,Sabato,2,54,26.94,Bancomat
4976,2021-03-13 15:17:19,Sabato,2,55,15.62,Contanti
4977,2021-03-13 15:34:36,Sabato,2,56,28.34,Contanti
4978,2021-03-13 15:40:48,Sabato,2,57,23.06,Bancomat
4979,2021-03-13 15:41:53,Sabato,2,58,14.75,Contanti
4980,2021-03-13 15:45:55,Sabato,2,59,8.98,Contanti
4981,2021-03-13 15:48:44,Sabato,2,60,51.53,Bancomat
4982,2021-03-13 15:51:56,Sabato,2,61,51.52,Bancomat
4983,2021-03-13 15:55:33,Sabato,2,62,26.74,Contanti
4984,2021-03-13 15:57:40,Sabato,2,63,13.87,Contanti
4985,2021-03-13 15:59:28,Sabato,2,64,4.48,Contanti
4986,2021-03-13 16:03:20,Sabato,2,65,50.05,Contanti
4987,2021-03-13 16:03:51,Sabato,2,66,9.99,Contanti
4988,2021-03-13 16:05:21,Sabato,2,67,10.15,Contanti
4989,2021-03-13 16:07:12,Sabato,2,68,14.55,Contanti
4990,2021-03-13 16:11:36,Sabato,2,69,52.15,Contanti
4991,2021-03-13 16:14:04,Sabato,2,70,3.88,Bancomat
4992,2021-03-13 16:20:19,Sabato,2,71,108.01,Bancomat
4993,2021-03-13 16:20:45,Sabato,2,72,1.98,Contanti
4994,2021-03-13 16:22:09,Sabato,2,73,17.33,Bancomat
4995,2021-03-13 16:23:52,Sabato,2,74,31.88,Bancomat
4996,2021-03-13 16:24:50,Sabato,2,75,12.76,Bancomat
4997,2021-03-13 16:26:51,Sabato,2,76,13.14,Bancomat
4998,2021-03-13 16:42:55,Sabato,2,77,9.88,Contanti
4999,2021-03-13 16:46:02,Sabato,2,78,11.99,Contanti
5000,2021-03-13 16:46:21,Sabato,2,79,18.98,Contanti
5001,2021-03-13 16:46:58,Sabato,2,80,4.48,Bancomat
5002,2021-03-13 16:50:01,Sabato,2,81,7.98,Contanti
5003,2021-03-13 16:52:34,Sabato,2,82,11.99,Bancomat
5004,2021-03-13 16:56:42,Sabato,2,83,22.99,Contanti
5005,2021-03-13 16:58:03,Sabato,2,84,47.98,Bancomat
5006,2021-03-13 17:01:36,Sabato,2,85,72.4,Bancomat
5007,2021-03-13 17:13:18,Sabato,2,86,17.45,Contanti
5008,2021-03-13 17:15:12,Sabato,2,87,3.0,Contanti
5009,2021-03-13 17:16:02,Sabato,2,88,9.0,Contanti
5010,2021-03-13 17:21:03,Sabato,2,89,8.48,Contanti
5011,2021-03-13 17:23:04,Sabato,2,90,3.38,Contanti
5012,2021-03-13 17:23:37,Sabato,2,91,5.48,Contanti
5013,2021-03-13 17:32:21,Sabato,2,92,5.28,Contanti
5014,2021-03-13 17:33:12,Sabato,2,93,17.95,Contanti
5015,2021-03-13 17:34:40,Sabato,2,94,20.46,Contanti
5016,2021-03-13 17:36:17,Sabato,2,95,18.42,Contanti
5017,2021-03-13 17:37:05,Sabato,2,96,1.58,Contanti
5018,2021-03-13 17:38:50,Sabato,2,97,21.05,Contanti
5019,2021-03-13 17:46:08,Sabato,2,98,42.15,Contanti
5020,2021-03-13 17:47:34,Sabato,2,99,9.65,Bancomat
5021,2021-03-13 17:48:00,Sabato,2,100,5.0,Contanti
5022,2021-03-13 17:50:44,Sabato,2,101,7.66,Contanti
5023,2021-03-13 17:52:47,Sabato,2,102,37.02,Contanti
5024,2021-03-13 17:53:13,Sabato,2,103,7.99,Contanti
5025,2021-03-13 17:54:45,Sabato,2,104,30.33,Bancomat
5026,2021-03-13 17:55:43,Sabato,2,105,6.85,Contanti
5027,2021-03-13 18:01:06,Sabato,2,106,18.8,Contanti
