,Data,Settimana,CASSA,Numero,Importo,Pagamento
6486,2021-03-27 09:24:35,Sabato,2,1,11.92,Contanti
6487,2021-03-27 09:28:50,Sabato,2,2,13.15,Contanti
6488,2021-03-27 09:31:50,Sabato,2,3,6.99,Contanti
6489,2021-03-27 09:39:36,Sabato,2,4,30.25,Bancomat
6490,2021-03-27 09:40:46,Sabato,2,5,6.75,Contanti
6491,2021-03-27 09:43:04,Sabato,2,6,16.09,Contanti
6492,2021-03-27 09:43:54,Sabato,2,7,13.69,Contanti
6493,2021-03-27 09:46:24,Sabato,2,8,34.75,Contanti
6494,2021-03-27 09:47:23,Sabato,2,9,4.07,Contanti
6495,2021-03-27 09:49:28,Sabato,2,10,19.05,Contanti
6496,2021-03-27 09:51:48,Sabato,2,11,21.24,Contanti
6497,2021-03-27 09:53:19,Sabato,2,12,1.0,Contanti
6498,2021-03-27 09:54:48,Sabato,2,13,34.6,Contanti
6499,2021-03-27 10:11:49,Sabato,2,14,9.25,Contanti
6500,2021-03-27 10:12:32,Sabato,2,15,11.99,Contanti
6501,2021-03-27 10:16:40,Sabato,2,16,22.34,Contanti
6502,2021-03-27 10:19:53,Sabato,2,17,22.82,Bancomat
6503,2021-03-27 10:28:08,Sabato,2,18,9.77,Bancomat
6504,2021-03-27 10:35:18,Sabato,2,19,16.2,Contanti
6505,2021-03-27 10:42:35,Sabato,2,20,20.36,Bancomat
6506,2021-03-27 10:43:43,Sabato,2,21,11.58,Contanti
6507,2021-03-27 10:50:42,Sabato,2,22,13.98,Contanti
6508,2021-03-27 10:54:42,Sabato,2,23,35.81,Bancomat
6509,2021-03-27 10:59:43,Sabato,2,24,11.47,Bancomat
6510,2021-03-27 11:02:37,Sabato,2,25,26.7,Contanti
6511,2021-03-27 11:03:53,Sabato,2,26,17.67,Bancomat
6512,2021-03-27 11:04:54,Sabato,2,27,13.05,Contanti
6513,2021-03-27 11:05:25,Sabato,2,28,5.18,Contanti
6514,2021-03-27 11:08:08,Sabato,2,29,50.8,Bancomat
6515,2021-03-27 11:11:16,Sabato,2,30,6.09,Contanti
6516,2021-03-27 11:17:30,Sabato,2,31,21.59,Contanti
6517,2021-03-27 11:18:18,Sabato,2,32,5.0,Contanti
6518,2021-03-27 11:24:32,Sabato,2,33,10.43,Contanti
6519,2021-03-27 11:27:22,Sabato,2,34,6.68,Contanti
6520,2021-03-27 11:30:41,Sabato,2,35,3.18,Bancomat
6521,2021-03-27 11:32:34,Sabato,2,36,25.72,Bancomat
6522,2021-03-27 11:33:14,Sabato,2,37,21.48,Contanti
6523,2021-03-27 11:34:04,Sabato,2,38,7.68,Contanti
6524,2021-03-27 11:39:01,Sabato,2,39,7.98,Bancomat
6525,2021-03-27 11:40:43,Sabato,2,40,10.68,Contanti
6526,2021-03-27 11:41:03,Sabato,2,41,4.99,Contanti
6527,2021-03-27 11:41:33,Sabato,2,42,5.99,Contanti
6528,2021-03-27 11:42:45,Sabato,2,43,4.69,Contanti
6529,2021-03-27 11:44:01,Sabato,2,44,8.96,Bancomat
6530,2021-03-27 11:45:51,Sabato,2,45,35.64,Contanti
6531,2021-03-27 11:48:13,Sabato,2,46,47.02,Bancomat
6532,2021-03-27 11:49:31,Sabato,2,47,17.84,Bancomat
6533,2021-03-27 11:50:22,Sabato,2,48,9.17,Bancomat
6534,2021-03-27 11:55:22,Sabato,2,49,22.97,Contanti
6535,2021-03-27 11:58:14,Sabato,2,50,7.59,Contanti
6536,2021-03-27 11:59:56,Sabato,2,51,47.54,Contanti
6537,2021-03-27 12:03:03,Sabato,2,52,9.65,Contanti
6538,2021-03-27 12:06:58,Sabato,2,53,71.24,Contanti
6539,2021-03-27 12:08:40,Sabato,2,54,8.08,Contanti
6540,2021-03-27 12:09:23,Sabato,2,55,5.48,Contanti
6541,2021-03-27 12:14:41,Sabato,2,56,1.0,Contanti
6542,2021-03-27 12:14:58,Sabato,2,57,4.0,Contanti
6543,2021-03-27 12:15:16,Sabato,2,58,3.98,Contanti
